,price,sqft_living,grade,sqft_above,sqft_living15,bathrooms,view,sqft_basement,bedrooms,lat,waterfront,floors
261,237000.0,1270,7,1270,1600,1.75,0,0,3,47.4207,0,1.0
262,525000.0,2100,10,1320,2380,2.25,0,780,3,47.6154,0,2.0
263,425000.0,770,5,770,1330,1.0,0,0,2,47.5964,0,1.0
264,369900.0,760,5,760,1230,0.75,4,0,1,47.4683,1,1.0
265,290000.0,1700,7,1700,1950,2.5,0,0,4,47.4045,0,2.0
266,285000.0,1120,7,1120,1130,1.0,0,0,3,47.5544,0,1.0
267,415000.0,1070,7,1070,1320,1.0,0,0,2,47.6802,0,1.0
268,272500.0,2070,8,1420,2070,2.5,0,650,3,47.2988,0,1.0
269,2900000.0,5050,11,4750,3890,3.25,2,300,4,47.6312,0,1.5
270,1365000.0,5310,11,5310,4180,4.75,0,0,4,47.7285,0,2.0
271,436000.0,1040,7,1040,1440,1.0,0,0,2,47.7107,0,1.0
272,210000.0,1700,7,1700,1350,1.0,0,0,3,47.3271,0,1.0
273,236000.0,1300,7,1300,1320,1.0,0,0,3,47.5053,0,1.0
274,331000.0,1080,7,580,1440,1.75,0,500,3,47.6601,0,1.0
275,365000.0,2653,8,2653,2653,2.5,0,0,3,47.4145,0,2.0
276,450000.0,2290,8,2290,1660,2.0,0,0,3,47.4672,0,1.0
277,770000.0,3820,9,2850,1860,2.75,0,970,4,47.7618,0,2.0
278,455000.0,2210,8,2210,2670,2.5,0,0,4,47.3828,0,1.0
279,405000.0,2390,6,1240,2020,1.75,0,1150,3,47.5362,0,1.0
280,304900.0,2600,7,1610,1720,1.75,0,990,4,47.3954,0,1.0
281,170000.0,860,6,860,1650,1.0,0,0,2,47.5048,0,1.0
282,2050000.0,3830,9,2630,3050,3.0,1,1200,5,47.6166,0,2.0
283,780000.0,3500,9,3500,3920,2.5,0,0,4,47.6811,0,2.0
284,330000.0,2420,8,1740,2570,3.0,0,680,3,47.7486,0,1.0
285,370000.0,2720,9,2720,2410,2.5,0,0,4,47.3846,0,2.0
286,467000.0,2500,7,1850,2300,2.25,0,650,5,47.7564,0,1.0
287,405000.0,1670,7,1140,1670,1.75,0,530,3,47.7198,0,1.0
288,675000.0,2900,8,1450,2310,2.25,0,1450,5,47.5461,0,1.0
289,500000.0,1640,7,1140,1520,1.0,0,500,2,47.5712,0,1.0
290,389999.0,1890,7,1890,2410,2.5,0,0,4,47.4281,0,2.0
291,630000.0,2950,8,1780,2120,1.75,2,1170,4,47.7128,0,1.0
292,360000.0,2160,9,2160,2280,2.5,0,0,4,47.3341,0,2.0
293,580000.0,3280,8,2270,2320,3.0,0,1010,4,47.5399,0,2.0
294,550000.0,1970,8,1270,2390,2.0,3,700,3,47.5717,0,2.0
295,879000.0,3360,10,3360,3150,2.5,0,0,4,47.5951,0,2.0
296,265000.0,1320,7,1320,1740,2.0,0,0,3,47.3536,0,1.0
297,446500.0,2650,8,2650,2400,2.5,0,0,3,47.5084,0,2.0
298,404000.0,2030,7,1330,2140,1.5,0,700,3,47.5586,0,1.0
299,267500.0,1590,7,1090,1630,1.75,2,500,3,47.4427,0,1.0
300,3075000.0,4550,10,2600,4550,5.0,4,1950,4,47.6053,1,1.0
301,335000.0,2440,8,2440,2510,2.5,0,0,3,47.3494,0,2.0
302,576000.0,1940,7,970,2190,2.5,0,970,3,47.6933,0,1.0
303,208633.0,2040,8,2040,2370,2.5,0,0,3,47.3537,0,2.0
304,315000.0,2200,7,1120,1460,2.25,0,1080,3,47.476,0,1.0
305,725000.0,1920,8,960,1740,1.75,0,960,3,47.6239,0,1.0
306,550000.0,1800,8,1400,1800,2.75,0,400,4,47.7776,0,1.0
307,610750.0,2180,8,2180,2250,2.25,0,0,4,47.6459,0,2.0
308,550700.0,1010,6,1010,1460,1.0,0,0,2,47.6692,0,1.5
309,665000.0,3320,8,2220,2720,2.75,0,1100,4,47.5376,0,2.0
310,834000.0,2370,8,1980,2440,2.5,2,390,4,47.601,0,1.5
311,201000.0,1660,6,1660,1660,1.75,0,0,5,47.529,0,1.5
312,2384000.0,3650,10,3370,2880,2.5,4,280,5,47.6345,0,2.0
313,1384000.0,4290,11,2690,3860,3.25,3,1600,4,47.5503,0,1.0
314,1400000.0,4290,11,2690,3860,3.25,3,1600,4,47.5503,0,1.0
315,305000.0,1950,8,1350,2150,2.25,0,600,4,47.4441,0,1.0
316,487000.0,2590,8,1720,1570,2.0,0,870,3,47.7357,0,1.0
317,390000.0,1930,8,1930,2350,2.5,0,0,3,47.346,0,1.0
318,548000.0,1470,7,1170,1570,1.0,0,300,2,47.6638,0,1.0
319,268750.0,800,6,800,1310,1.0,0,0,4,47.48,0,1.0
320,819900.0,3150,9,3150,1560,2.75,0,0,5,47.6759,0,2.0
321,520000.0,2030,8,2030,2660,2.25,0,0,3,47.5162,0,2.0
322,230000.0,1450,7,1450,1520,2.0,0,0,3,47.2639,0,1.0
323,240000.0,1510,7,1510,1510,1.75,0,0,3,47.2929,0,1.0
324,232000.0,1240,6,960,1820,1.0,0,280,2,47.4957,0,1.0
325,240500.0,1240,6,960,1820,1.0,0,280,2,47.4957,0,1.0
326,274975.0,3030,9,3030,3080,2.5,0,0,3,47.7721,0,2.0
327,740000.0,2050,9,2050,2320,2.0,0,0,4,47.644,0,1.5
328,186375.0,1000,7,1000,1150,1.0,0,0,3,47.472,0,1.0
329,790000.0,2370,9,1590,2500,2.25,0,780,3,47.592,0,1.0
330,880000.0,2800,9,1890,2370,3.5,0,910,4,47.669,0,2.0
331,279000.0,2240,7,2240,1590,1.75,0,0,6,47.42,0,2.0
332,295000.0,1810,8,1810,1910,2.0,2,0,3,47.1913,0,1.0
333,640000.0,1070,7,1070,1710,1.0,0,0,2,47.6666,0,1.0
334,940000.0,2490,9,2490,2770,2.0,0,0,4,47.5639,0,2.0
335,260000.0,1960,7,1960,1800,2.5,0,0,4,47.3483,0,2.0
336,559900.0,2930,9,1860,2580,2.75,0,1070,3,47.7648,0,1.0
337,791500.0,1510,7,1510,1820,2.0,0,0,4,47.6794,0,1.5
338,265000.0,1420,7,1420,1740,1.75,0,0,3,47.7535,0,1.0
339,245000.0,1740,7,1740,880,1.75,0,0,3,47.4945,0,1.0
340,485000.0,2560,7,2560,2560,1.75,0,0,4,47.6945,0,2.0
341,684000.0,3040,9,2420,3470,3.5,0,620,4,47.5222,0,2.0
342,425000.0,2500,8,1300,1580,1.75,0,1200,3,47.7222,0,1.0
343,309600.0,1275,6,1275,1660,1.75,0,0,4,47.3796,0,1.0
344,552250.0,2580,8,2580,2380,2.5,0,0,4,47.5374,0,2.0
345,165000.0,1000,6,1000,1020,1.0,0,0,4,47.4897,0,1.0
346,239900.0,1000,6,1000,1020,1.0,0,0,4,47.4897,0,1.0
347,320000.0,1070,6,1070,1360,1.0,0,0,2,47.4716,0,1.0
348,206600.0,1390,7,1390,1720,2.0,0,0,3,47.3581,0,1.0
349,387000.0,2500,7,1250,2040,1.75,0,1250,4,47.7713,0,1.0
350,299000.0,560,4,560,1300,0.75,0,0,1,47.675,0,1.0
351,855000.0,2270,9,2270,2610,2.75,0,0,4,47.5603,0,2.0
352,315000.0,1900,7,1300,1940,1.0,0,600,3,47.4147,0,1.0
353,437500.0,990,7,790,1930,1.0,2,200,2,47.68,0,1.0
354,252000.0,1550,7,1050,1640,1.5,0,500,4,47.3117,0,1.0
355,375000.0,2200,7,1100,1600,1.75,0,1100,4,47.543,0,1.0
356,300000.0,1910,7,1910,2010,2.5,0,0,4,47.3607,0,2.0
